整租 | 胜辛南路800号办公楼 1室1厅1卫 1598元月,胜辛南路800号办公楼,1598,https://sh.58.com/zufang/44711228597656x.shtml
整租 | 近地铁站 兰棠佳苑 精装修大两房 可办居住证 南北通,兰棠佳苑,2400,https://sh.58.com/zufang/44733570123144x.shtml
整租 | 13号线金运路，正规1室1厅，朝南阳光好，付一押一，,泰宸复兴苑,2700,https://sh.58.com/zufang/44732817774601x.shtml
整租 | 13号线 地铁直达长寿路 品牌公寓直租 家具齐全拎包,高潮新苑,2610,https://sh.58.com/zufang/44524545450402x.shtml
单间 | 盐湖新居 5室1厅5卫 次卧 北,盐湖新居,1480,https://sh.58.com/hezu/44722248939162x.shtml
整租 | 11号线 嘉定西附近 一室一厅整租 押一付一 随时看,练祁佳城永泰嘉苑(608...,2000,https://sh.58.com/zufang/44668938143399x.shtml
整租 | 整租，阳光房，独立厨卫，精装，可短租，月付，随时看房,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44721913157637x.shtml
整租 | 非中介 精装一室户 独立厨卫 可短租 拎包入住 随时,胜辛南路800号办公楼,1664,https://sh.58.com/zufang/44699055327876x.shtml
整租 | 汇丰凯苑 2室1厅1卫,汇丰凯苑,2500,https://sh.58.com/zufang/44744052565413x.shtml
整租 | 办暂住证精装修 环境优美 近真新学校 近14号地铁,嘉利坊,3600,https://sh.58.com/zufang/44721470068242x.shtml
整租 | 上实海上荟 精装两房 近远香湖公园 价格可谈 拎包入,上实海上荟(公寓住宅),3300,https://sh.58.com/zufang/44714543248920x.shtml
单间 | 金沙湾绿地和苑(二期) 4室1厅4卫 次卧 南,金沙湾绿地和苑(二期),900,https://sh.58.com/hezu/44580961741597x.shtml
整租 | 精装俩房 有钥匙随时看房，南北通透，近地铁出行方便,金沙湾绿地和苑(一期),4000,https://sh.58.com/zufang/44709433302823x.shtml
单间 | 11号线南翔地铁口 民东公寓  三户合租 民用水电,民东公寓,1600,https://sh.58.com/hezu/44722337884559x.shtml
整租 | 复式公寓，金运路地铁口，近万达广场，华泰中心，手机实,金沙缘圆宝邸,2400,https://sh.58.com/zufang/44737854932872x.shtml
单间 | MAX未来 2室1厅1卫 次卧 南,MAX未来,1350,https://sh.58.com/hezu/44746584072468x.shtml
整租 | 急租精装二房，实图，采光好，停车方便，近轻纺市场，拎,嘉美坊,3600,https://sh.58.com/zufang/44676196168975x.shtml
整租 | 11号线安亭地铁口 精装一室户 拎包入住 随时看房,V6时代,1500,https://sh.58.com/zufang/44656904208804x.shtml
整租 | 森林公馆(西区) 1室2厅1卫 4300元月 精装修,森林公馆(西区),4300,https://sh.58.com/zufang/44620747078028x.shtml
单间 | 中冶祥腾城市佳园(二期) 8室1厅1卫 主卧 南,中冶祥腾城市佳园(二期),1750,https://sh.58.com/hezu/44746475807774x.shtml
整租 | 新出一房，精装修，可押0付1，温馨居家，干净清爽，家,真新新村嘉德坊,3300,https://sh.58.com/zufang/44687946104971x.shtml
整租 | 旭辉华庭)1室1厅1卫 2000元月 配套齐全 进地,旭辉华庭(商住楼),2000,https://sh.58.com/zufang/44526311051911x.shtml
整租 | 白银地铁站旁，业主急租，实景图片，精装修带中央空调，,盘古天地(西区),3500,https://sh.58.com/zufang/44599436448908x.shtml
整租 | 花圃小镇(上海包装城) 2室1厅1卫,花圃小镇(上海包装城),2180,https://sh.58.com/zufang/44746470886056x.shtml
整租 | 德华四村，精装修3改4房，真实图，近地铁，近印象城。,德华四村,4500,https://sh.58.com/zufang/44690949880855x.shtml
整租 | 万立城 汽车城地铁口精装修民水民电 家具齐全采光好拎,万立城(公寓住宅),1600,https://sh.58.com/zufang/44643136716452x.shtml
整租 | 近地铁万达 三室一厅 照片实拍 空关 看房随时 拎包,澜茵华庭(西区),5000,https://sh.58.com/zufang/44620988356997x.shtml
单间 | 丽江佳苑 3室1厅1卫 次卧 南北,丽江佳苑,1200,https://sh.58.com/hezu/44746410644134x.shtml
整租 | 精装全配全家优选民用水电比邻大融城带车位采光十足！,保利湖畔阳光苑(西区),3900,https://sh.58.com/zufang/44637345362081x.shtml
整租 | 精装整租一室户，好房出租，押一付一，可短租，0中介,胜辛南路800号办公楼,1660,https://sh.58.com/zufang/44699164130831x.shtml
整租 | 天华社区 独立厨房 独立卫生间 押一付一 随时看房入,天华社区,1300,https://sh.58.com/zufang/44668928285708x.shtml
单间 | 金沙湾绿地和苑(二期) 1室0厅1卫 主卧 南,金沙湾绿地和苑(二期),1200,https://sh.58.com/hezu/44746401633420x.shtml
整租 | 非中介 整租一室户 独立厨卫 可短租 可养宠物 配套,胜辛南路800号办公楼,1680,https://sh.58.com/zufang/44731457519628x.shtml
整租 | 南北周嘉苑朝南单间家具齐全阳台超大,南北周嘉苑,1500,https://sh.58.com/zufang/44720775443858x.shtml
整租 | 合景峰汇精装两室，房东自住装修 配置齐全近宝龙购物方,合景峰汇,3300,https://sh.58.com/zufang/44745873563422x.shtml
整租 | 中信泰富又一城锦苑 2室2厅1卫,中信泰富又一城锦苑,3300,https://sh.58.com/zufang/44735537230870x.shtml
整租 | 光明D9空间~精装两房朝南~配套齐全~近远香湖~看房,光明D9空间,2800,https://sh.58.com/zufang/44744409733796x.shtml
整租 | 近金运路13号线地铁 配套齐全 来电即看 多套可选,水岸金桥苑,5000,https://sh.58.com/zufang/44643212871590x.shtml
整租 | 刚出新房源，近轻纺市场丰庄茶城百联，精装南北两房带固,嘉尚坊,4000,https://sh.58.com/zufang/44709801200796x.shtml
单间 | 西上海御庭(曹安景林苑) 3室1厅1卫 主卧 南,西上海御庭(曹安景林苑),950,https://sh.58.com/hezu/44746300162572x.shtml
单间 | 枫树林景苑3室合租，水电明用平摊，1000元月 南北,枫树林景苑(北区),1000,https://sh.58.com/hezu/44665357743527x.shtml
整租 | 风荷丽景 精装修 两房朝南 近宝龙城市广场 拎包入住,风荷丽景尚城(西区),4000,https://sh.58.com/zufang/44714573454232x.shtml
整租 | 你还在合租吗，找我有精装唯美一室，告别合租的烦恼，拎,安亭名邸,1500,https://sh.58.com/zufang/44577332536707x.shtml
整租 | 东方慧谷 1室1厅2卫,东方慧谷,2750,https://sh.58.com/zufang/39869319978273x.shtml
整租 | 安亭品质小区 精装大一房 家电齐全 民用水电 采光好,玉兰三村,1100,https://sh.58.com/zufang/44676569910681x.shtml
整租 | 月付 押一付一 拎包入住不收中介非,中童巴比尼,1299,https://sh.58.com/zufang/44723621531929x.shtml
单间 | 练祁佳城盛蔷坊 1室0厅1卫 主卧 南,练祁佳城盛蔷坊,1300,https://sh.58.com/hezu/44746106904718x.shtml
整租 | 豪华装修，价格真实，近南翔地铁站500米,绿地新翔家园,3400,https://sh.58.com/zufang/44700936957717x.shtml
整租 | 海伦堡海伦广场 精装两房 近嘉定新城地铁站 拎包入住,海伦堡海伦广场,2500,https://sh.58.com/zufang/44367308517271x.shtml
"整租 | 缘圆宝坻 精装一室户,多套户型可选,看房随时,拎包即",万达城市公寓,2788,https://sh.58.com/zufang/44731799245351x.shtml
单间 | 大名城名郡 4室2厅2卫 次卧 东,大名城名郡,850,https://sh.58.com/hezu/44692158102432x.shtml
单间 | 云翔佳苑 精装修 单间出租 欢迎致电,云翔佳苑,1400,https://sh.58.com/hezu/44493421238174x.shtml
整租 | 拎包入住 1室1厅1卫 1589元月 0中介,胜辛南路800号办公楼,1589,https://sh.58.com/zufang/44711108501897x.shtml
整租 | 安亭近大众 整租两房两厅 电梯房 精装全配 房间干净,澳丽映象嘉园,2500,https://sh.58.com/zufang/44632313442330x.shtml
单间 | 金沙湾绿地和苑(一期) 3室1厅3卫 次卧 南北,金沙湾绿地和苑(一期),900,https://sh.58.com/hezu/44699700260747x.shtml
整租 | 合景峰汇精装2室朝南出租,合景峰汇,3000,https://sh.58.com/zufang/44226382406685x.shtml
单间 | 玉兰三村押一付一，家电齐全，近市民广场，随时可租，水,玉兰三村,900,https://sh.58.com/hezu/44478979687447x.shtml
整租 | 同济科技园旁边 莱英北郡 毛坯3房2400 有部分东,莱英北郡(公寓住宅),2400,https://sh.58.com/zufang/44446140616842x.shtml
整租 | 金沙湾绿地和苑(二期) 2室1厅1卫,金沙湾绿地和苑(二期),3600,https://sh.58.com/zufang/44742307422594x.shtml
整租 | 年底好房 降价出租 家电齐全 拎包入住 和房东签约,嘉利坊,3700,https://sh.58.com/zufang/44699224608387x.shtml
整租 | 金运路万达商圈，电梯高区采光好，居家全配，随时入驻，,金沙鼎苑,4350,https://sh.58.com/zufang/44687227657236x.shtml
单间 | 大名城名郡 飘窗单间 1100元月 月付,大名城名郡,1100,https://sh.58.com/hezu/44743143741730x.shtml
单间 | 育兰二村 3室2厅2卫 主卧 南,育兰二村,1050,https://sh.58.com/hezu/39717366831764x.shtml
整租 | 龙湖郦城 有阳台 2600元月 精装修 看房子方便，,龙湖郦城(商住楼),2600,https://sh.58.com/zufang/44588480928160x.shtml
整租 | 房租949元 月付 随时看房 不收中介非 拎包入住,漳翔路1086弄2号楼,949,https://sh.58.com/zufang/44666031198742x.shtml
单间 | 用心服务 可短租3个月 无仲阶费 真实押一付一 民用,日月光伯爵天地城市华庭,990,https://sh.58.com/hezu/44687209908517x.shtml
单间 | 金沙湾绿地和苑(一期) 3室1厅2卫 次卧 南,金沙湾绿地和苑(一期),1099,https://sh.58.com/hezu/44655398589474x.shtml
"整租 | 秒杀房源,3室,别有洞天!舒适如新,经典把握,机会难",龙湖天璞,7000,https://sh.58.com/zufang/44643229368479x.shtml
整租 | 真实 房源 万达广场和13号地铁口旁,大宅风范城,2580,https://sh.58.com/zufang/44270910646952x.shtml
整租 | 江桥佳苑 2室1厅1卫  精装修 配套齐全,江桥佳苑,3300,https://sh.58.com/zufang/43924921502088x.shtml
整租 | 景悦名苑 2室1厅1卫,景悦名苑,3000,https://sh.58.com/zufang/44742285551105x.shtml
整租 | 嘉定西附近 一室一厅 押一付一 随时看房入住 水电民,同盛园,2000,https://sh.58.com/zufang/44668972278538x.shtml
单间 | 繁华配套 水电民用 押一付一 与房东直签合同 卫生已,泰宸沙河茗苑,2000,https://sh.58.com/hezu/44722889175204x.shtml
整租 | 合景峰汇 2室1厅1卫 3000元月 价格可谈 自住,合景峰汇,2800,https://sh.58.com/zufang/44477350860326x.shtml
单间 | 嘉城爱琴海 3室2厅1卫 主卧 南,嘉城爱琴海,900,https://sh.58.com/hezu/44323737376648x.shtml
单间 | 金运路地铁  精装修主卧 价格优惠,大宅风范城,2000,https://sh.58.com/hezu/44227294881296x.shtml
整租 | 未来城V领地，边套，精装朝南，楼下就是星巴克，全配拎,MAX未来,3600,https://sh.58.com/zufang/44211570769315x.shtml
整租 | 捡漏精装小复式时尚装修风格大落地窗彩光非常好,万立城(公寓住宅),1600,https://sh.58.com/zufang/44623749101074x.shtml
单间 | 外冈景苑 3室1厅1卫 主卧 南,外冈景苑,830,https://sh.58.com/hezu/44731651006615x.shtml
整租 | 地铁口 精装一室朝南户型 水电名用 房子非常漂亮,紫荆四村,1300,https://sh.58.com/zufang/44698529881377x.shtml
整租 | 富友嘉园(南区) 3室2厅1卫 钥匙房 已空关 随时,富友嘉园(南区),4500,https://sh.58.com/zufang/44554765109515x.shtml
单间 | 大宅风范城 2室1厅1卫 主卧 南,大宅风范城,1500,https://sh.58.com/hezu/44369748822159x.shtml
整租 | 非中介 精装一室户 独立厨卫 可短租 拎包入住 随时,胜辛南路800号办公楼,1664,https://sh.58.com/zufang/44699055327876x.shtml
整租 | 11号线安亭地铁口 精装一室户 拎包入住 随时看房,紫荆二村,1388,https://sh.58.com/zufang/44366778319774x.shtml
整租 | 南翔印象城 近地铁精装修员工宿舍 拎包入住 无中介,静安花苑(嘉定),2000,https://sh.58.com/zufang/44311628904605x.shtml
单间 | 嘉星小区 3室2厅1卫 主卧 南,嘉星小区,1000,https://sh.58.com/hezu/44735130703629x.shtml
整租 | 红翔新村 2室1厅1卫 3800元月 首出租 电梯房,红翔新村,3800,https://sh.58.com/zufang/44510661182351x.shtml
整租 | 办暂住证精装修 环境优美 近真新学校 近14号地铁,嘉利坊,3600,https://sh.58.com/zufang/44721470068242x.shtml
整租 | 市民广场旁 婚房装修 低楼层环境好 交通便利 可停车,玉兰四村,3300,https://sh.58.com/zufang/42612434232338x.shtml
单间 | 金鹤新城中房公寓 3室1厅1卫 次卧 北,金鹤新城中房公寓,1800,https://sh.58.com/hezu/44735077201315x.shtml
整租 | 精装修一楼带大院子，优雅而惬意，随时可看拎包入住，欢,旭辉华庭(公寓住宅),3800,https://sh.58.com/zufang/43939051086339x.shtml
整租 | 上实海上荟 精装两房 近远香湖公园 价格可谈 拎包入,上实海上荟(公寓住宅),3300,https://sh.58.com/zufang/44714543248920x.shtml
整租 | 话不多说，直接开干。选它 值得信赖，精修装房，设施齐,金鹤新城城杰苑,1726,https://sh.58.com/zufang/44115104040483x.shtml
整租 | 旺座新天地 1室1厅1卫,旺座新天地,2462,https://sh.58.com/zufang/44735032144279x.shtml
整租 | 我试着不去想你 可是每次都会忍不住想你 你来跟我看房,绿地卡米公社,3588,https://sh.58.com/zufang/44742303348869x.shtml
整租 | 近老街 地铁 学校 菜市场 超市 一房 中楼层 精装,德华一村,3500,https://sh.58.com/zufang/44190352953000x.shtml
整租 | 格林春晓 近地铁 可办公！居住 家具家电配套齐全,金地格林春晓,11000,https://sh.58.com/zufang/43472586607874x.shtml
单间 | 外冈新苑(南区) 3室2厅2卫 次卧 南,外冈新苑(南区),650,https://sh.58.com/hezu/44735022106920x.shtml
单间 | 蛋壳受过伤的租客看过来房租月付可办居住证朝南大主卧独,日月光伯爵天地,1420,https://sh.58.com/hezu/44516970849556x.shtml
单间 | 大阳台，原价1650，月底前仅需1300，押一付一，,日月光伯爵天地鼎固君庭,1300,https://sh.58.com/hezu/44623892210049x.shtml
整租 | 日月光伯爵湾(二期) 3室1厅2卫 4000元月 精,日月光伯爵湾(二期),4000,https://sh.58.com/zufang/44569371256976x.shtml
整租 | 绿洲古猗新苑(一期) 2室2厅1卫,绿洲古猗新苑(一期),4600,https://sh.58.com/zufang/44734898483751x.shtml
整租 | 金运路地铁口，精装全配，正规双南两房，随时拎包入住，,金鹤新城金霞苑,4200,https://sh.58.com/zufang/44010037912196x.shtml
整租 | 11号线 白银路 地铁站 精装三房 看房方便  周边,白银时代尚苑(三期),4200,https://sh.58.com/zufang/44061343291149x.shtml
单间 | 直租地铁口精装好房出租 拎包入住 可短租可办居住证,日月光伯爵天地汇景华庭,1090,https://sh.58.com/hezu/44587636929448x.shtml
整租 | 翔和雅苑(三区) 3室1厅1卫,翔和雅苑(三区),4500,https://sh.58.com/zufang/44687647939986x.shtml
整租 | 万立城 简装大3房 飞机户型 开发商优惠房 可长租,万立城(公寓住宅),2800,https://sh.58.com/zufang/44456048882709x.shtml
整租 | 地铁旁万达广场1室1厅1卫 3300元月 装修漂亮,嘉定万达广场(商住楼),3300,https://sh.58.com/zufang/44611537189147x.shtml
整租 | 爱德佳苑位于爱特路185弄50平米，月租3350,爱德佳苑(一期),3350,https://sh.58.com/zufang/44580236276632x.shtml
整租 | 练祁佳城盛蔷坊 2室1厅1卫,练祁佳城盛蔷坊,2500,https://sh.58.com/zufang/44734739948956x.shtml
整租 | 嘉定万达，马陆大融城，南翔商圈，整租一室户，可月付，,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44598681264790x.shtml
整租 | 星华公路吴杨东路路口 华联2楼新公寓出租,红光公寓,950,https://sh.58.com/zufang/44742346847130x.shtml
整租 | 曹安公路19号桥精装修独立卫生间房子出租,黄渡镇联西村,800,https://sh.58.com/zufang/44515069942043x.shtml
单间 | 莱英北郡(别墅) 3室2厅1卫 次卧 南,莱英北郡(别墅),1300,https://sh.58.com/hezu/44734721722114x.shtml
整租 | 新出精装一房 租期灵活 有钥匙 随时看房 交通便利,嘉利坊,2900,https://sh.58.com/zufang/44680432612896x.shtml
整租 | 嘉怡坊 1室1厅1卫 3500元月 南北通透 精装修,嘉怡坊,3500,https://sh.58.com/zufang/43924975119130x.shtml
单间 | 安亭中央公园(别墅) 3室2厅1卫 主卧 南,安亭中央公园(别墅),1250,https://sh.58.com/hezu/44734311989655x.shtml
整租 | 嘉定金华新村 2室1厅1卫 3800元月 配套齐全,嘉定金华新村,3800,https://sh.58.com/zufang/44742662741006x.shtml
整租 | 嘉定西附近 一室一厅整租 押一付一 随时看房入住 精,练祁佳城绿地家苑(355...,2100,https://sh.58.com/zufang/44654523331613x.shtml
整租 | 未来城V领地，精装朝南，室内温暖，全配，拎包入住，随,MAX未来,3500,https://sh.58.com/zufang/43958584926090x.shtml
单间 | 天际蓝桥 3室1厅1卫 主卧 南,天际蓝桥,2100,https://sh.58.com/hezu/44145565875603x.shtml
整租 | 无限接近住宅的公寓小区 生活方便 配套齐全,红土天阶,2600,https://sh.58.com/zufang/43939490839703x.shtml
整租 | 员工宿舍整租，拎包入住，环境好交通便利，酒店式服务！,泰宸沙河茗苑,600,https://sh.58.com/zufang/43083495994914x.shtml
