<<<<<<< HEAD
<<<<<<< HEAD
﻿整租 | 租房 龙华清湖双地铁 ，全新家具拎包入住，有全新公共,弓村二区,3060,https://sz.58.com/zufang/45364952983707x.shtml,经度,纬度
整租 | MAX未来嘉涌路99弄 1室1厅1卫 2500元 看,MAX未来,2500,https://sh.58.com/zufang/44255706085789x.shtml,121.473701,31.230416
整租 | 新城金郡(一期南区) 2室1厅1卫 4500元月 电,新城金郡(一期南区),4500,https://sh.58.com/zufang/44637308275857x.shtml,121.473701,31.230416
整租 | 出门即是金运路地铁站房源实拍有效看房随时拎包可入住,金沙缘圆宝邸,5000,https://sh.58.com/zufang/44731799546003x.shtml,121.473701,31.230416
整租 | 沧海绿苑 1室1厅1卫,沧海绿苑,1800,https://sh.58.com/zufang/44588500924803x.shtml,121.473701,31.230416
单间 | 11号线嘉定西地铁口宝菊清水园精装主卧超优惠出租,宝菊清水园,950,https://sh.58.com/hezu/44467481819422x.shtml,121.473701,31.230416
整租 | 大宅风范城近地铁近万达广场，全装全配，精装修。,大宅风范城,5900,https://sh.58.com/zufang/44013687481739x.shtml,121.473701,31.230416
整租 | 永翔佳苑(西区) 2室1厅1卫,永翔佳苑(西区),4500,https://sh.58.com/zufang/44731666774181x.shtml,121.473701,31.230416
整租 | 嘉定漳翔路精装带独卫拎包入住可短租,漳翔路1086弄2号楼,849,https://sh.58.com/zufang/44460431806870x.shtml,121.473701,31.230416
整租 | 业主自住房源 中建溪岸澜庭 印象城旁 地铁口 随时可,中建溪岸澜庭,4200,https://sh.58.com/zufang/44189491937060x.shtml,121.473701,31.230416
整租 | 温馨一房 价格好谈 近轻纺市场 毗邻14号地铁站 可,嘉利坊,2600,https://sh.58.com/zufang/44603771067013x.shtml,121.473701,31.230416
整租 | 福莱馨苑练祁佳城 2室1厅1卫,福莱馨苑练祁佳城,1700,https://sh.58.com/zufang/44687320792341x.shtml,121.473701,31.230416
整租 | 刚退，急租，直降500，一梯两户，双南两房，拎包入住,嘉利坊,4200,https://sh.58.com/zufang/44732524570641x.shtml,121.473701,31.230416
整租 | 稀有双床户型 闺蜜特惠房型 阳光充足 电梯房 家具齐,汇丰沁苑(北区),2448,https://sh.58.com/zufang/44524234024598x.shtml,121.473701,31.230416
整租 | 玉兰精装一室户  家电家具全配  可办居住证 拎包即,玉兰一村,1600,https://sh.58.com/zufang/44335516863262x.shtml,121.473701,31.230416
单间 | 绿苑支路66弄小区 1室0厅1卫 主卧 东,绿苑支路66弄小区,1100,https://sh.58.com/hezu/44732216849672x.shtml,121.473701,31.230416
整租 | 黄渡镇中心  精装1房  空租了 电梯 随时可看 拎,大众春盛苑(公寓住宅),2400,https://sh.58.com/zufang/44691862892036x.shtml,121.473701,31.230416
整租 | 祥源福邸 银翔湖旁 近诸暨大厦 勇立大厦  楼层好,祥源福邸,4300,https://sh.58.com/zufang/44432349102233x.shtml,121.473701,31.230416
整租 | 水岸金桥苑位于鹤霞路555弄一房一厅一卫月租3900,水岸金桥苑,3900,https://sh.58.com/zufang/44493278187146x.shtml,121.473701,31.230416
整租 | 绿地卡米公社 2室1厅1卫,绿地卡米公社,3800,https://sh.58.com/zufang/44658545267714x.shtml,121.473701,31.230416
整租 | 近地铁金运路，江桥万达广场，手机实拍，可做员工，拎包,绿地新江桥城(东区),4500,https://sh.58.com/zufang/44742612135068x.shtml,121.473701,31.230416
整租 | 嘉海雅苑精装全配小三房拎包入住,嘉海雅苑(西区),3900,https://sh.58.com/zufang/44602846557190x.shtml,121.473701,31.230416
整租 | 嘉海雅苑小两房出租拎包入住,嘉海雅苑(北区),3100,https://sh.58.com/zufang/44589985242916x.shtml,121.473701,31.230416
单间 | 新城香溢都荟(公寓住宅) 5室0厅3卫 次卧 南,新城香溢都荟(公寓住宅),800,https://sh.58.com/hezu/44738976712716x.shtml,121.473701,31.230416
整租 | 柚米公寓直租公寓 0中介 免费宽带 管家服务 随时看,禧福汇广场,2250,https://sh.58.com/zufang/44524093042716x.shtml,121.473701,31.230416
整租 | 14号线地铁中楼层全装全配 对口学校可办居住证 看房,星华公寓,4000,https://sh.58.com/zufang/44282595093510x.shtml,121.473701,31.230416
整租 | 翔瑞新苑(东区)，精装整租，1房2厅，家具家电齐全，,翔瑞新苑(东区),3500,https://sh.58.com/zufang/44300547762186x.shtml,121.473701,31.230416
单间 | 华谊逸品澜湾(北区) 3室2厅1卫 其他 南,华谊逸品澜湾(北区),2800,https://sh.58.com/hezu/44738736887829x.shtml,121.473701,31.230416
"整租 | 蠡家真实房屋,海伦堡公寓,干净卫生,价格可谈",海伦堡海伦广场,3300,https://sh.58.com/zufang/44667396435205x.shtml,121.473701,31.230416
整租 | 精致小两房 楼层好 采光足 南北通透 家具家电齐全,嘉利坊,3600,https://sh.58.com/zufang/44636188681885x.shtml,121.473701,31.230416
整租 | 简约风格 干净整洁 房型正气 交通便捷 家电齐全 拎,真新新村嘉德坊,3000,https://sh.58.com/zufang/44569763485448x.shtml,121.473701,31.230416
单间 | 外冈景苑 2室1厅1卫 次卧 南,外冈景苑,900,https://sh.58.com/hezu/44680120863770x.shtml,121.473701,31.230416
整租 | 大众春盛苑 靠近黄渡镇 精装一房2400元 家具家电,大众春盛苑(公寓住宅),2400,https://sh.58.com/zufang/44455613157027x.shtml,121.473701,31.230416
整租 | 雅居白领公寓精装一室一厅，复试结构价格全网超低，短租,金桂新村,1200,https://sh.58.com/zufang/44543462808197x.shtml,121.473701,31.230416
整租 | 兰棠佳苑 2室2厅1卫 2300元月 电梯房 配套齐,兰棠佳苑,2300,https://sh.58.com/zufang/44733454742312x.shtml,121.473701,31.230416
单间 | 金鹤新城中房公寓 3室2厅1卫 次卧 北,金鹤新城中房公寓,1300,https://sh.58.com/hezu/42933746032273x.shtml,121.473701,31.230416
整租 | 近地铁，邻梅川步行街，居家之选，素质小区，交通便捷，,真新新村嘉德坊,5500,https://sh.58.com/zufang/44521963568039x.shtml,121.473701,31.230416
整租 | 精装修全配，周边商业成熟，随时可以看房，拎包入住,嘉定上影商业广场,2600,https://sh.58.com/zufang/44455080264709x.shtml,121.473701,31.230416
整租 | 城杰苑，两房，两厅，一卫，72个平方，4500，房间,金鹤新城城杰苑,4500,https://sh.58.com/zufang/44058752881550x.shtml,121.473701,31.230416
单间 | 风荷丽景尚城(西区) 4室1厅2卫 次卧 北,风荷丽景尚城(西区),1150,https://sh.58.com/hezu/44737925003907x.shtml,121.473701,31.230416
整租 | 我是房东，整租精装loft公寓，实图实价，看房便利，,靖远路1200号楼,2000,https://sh.58.com/zufang/44035374147606x.shtml,121.473701,31.230416
整租 | (单间出租)曹安公路精装修全配独立卫生间，,东华环球建材市场,800,https://sh.58.com/zufang/44742329347590x.shtml,121.473701,31.230416
单间 | 丽江佳苑 3室2厅2卫 次卧 北,丽江佳苑,1500,https://sh.58.com/hezu/44737556879517x.shtml,121.473701,31.230416
整租 | 嘉定区13号线直达丰庄集中式员工宿舍拎包入住全上海覆,金沙社区,600,https://sh.58.com/zufang/44222758876830x.shtml,121.473701,31.230416
单间 | 芙蓉新村押一付一，家电齐全800元月 配套齐全 20,芙蓉新村,800,https://sh.58.com/hezu/44533640449318x.shtml,121.473701,31.230416
整租 | 精装俩房 南北通透 楼层好无遮挡采光足 近地铁出行方,新城金郡(一期南区),4000,https://sh.58.com/zufang/44709954236314x.shtml,121.473701,31.230416
整租 | 嘉隆国际 1室1厅1卫,嘉隆国际,1500,https://sh.58.com/zufang/44698869939749x.shtml,121.473701,31.230416
整租 | 包装城 精装两室 燃气厨房 楼下就是菜场 押一付一,花圃小镇(上海包装城),2500,https://sh.58.com/zufang/44366872954896x.shtml,121.473701,31.230416
整租 | 本 月特价 13号线 独立1室户干净清爽 拎包住 直,大宅风范城,1850,https://sh.58.com/zufang/43604956331047x.shtml,121.473701,31.230416
单间 | 可短租 11号线嘉定西精装全配，民用水电，押一付一，,阳光嘉苑,1050,https://sh.58.com/hezu/44687144979746x.shtml,121.473701,31.230416
整租 | 新城金郡M11金座 1室1厅1卫,新城金郡M11金座,1600,https://sh.58.com/zufang/44667448927012x.shtml,121.473701,31.230416
整租 | 包桥别墅出租，适合办公自住，随时看房，带院子大车位，,包桥小区,7300,https://sh.58.com/zufang/44747219681562x.shtml,121.473701,31.230416
整租 | 近地铁！古漪园旁，精装三房！南北通透！楼层好！看房方,民主街5-15号小区,3900,https://sh.58.com/zufang/44488707825424x.shtml,121.473701,31.230416
整租 | 丰庄二村，本人实勘，交通便利，生活便捷，随时看房，拎,丰庄二村,3600,https://sh.58.com/zufang/44632256104346x.shtml,121.473701,31.230416
单间 | 胜悦嘉苑(西苑) 2室1厅1卫 次卧 北,胜悦嘉苑(西苑),1250,https://sh.58.com/hezu/44677563393551x.shtml,121.473701,31.230416
整租 | 大宅新出精装三房近地铁万达广场 可做员工宿舍 另有多,大宅风范城,5000,https://sh.58.com/zufang/44731799468560x.shtml,121.473701,31.230416
单间 | 可短租，舒心观景房，全新装修，拎包入住，车位可选 押,绿洲北水湾名邸,1000,https://sh.58.com/hezu/44602650474271x.shtml,121.473701,31.230416
整租 | 急租南翔地铁口三室一厅精装修照片真实。可以做员工宿舍,中冶祥腾菁英尚都,3300,https://sh.58.com/zufang/44624515919388x.shtml,121.473701,31.230416
单间 | 金沙鼎苑 2室2厅1卫 次卧 北,金沙鼎苑,1400,https://sh.58.com/hezu/44723228859788x.shtml,121.473701,31.230416
整租 | 13号线丰庄站 金丰新村 3房1厅急租 随时看房 拎,金丰新村,6300,https://sh.58.com/zufang/44457672405654x.shtml,121.473701,31.230416
整租 | 地铁口11号线 整租精装修大两房 民用水电 房东急租,路劲上海派Ⅱ盛世景庭,3000,https://sh.58.com/zufang/44698585138720x.shtml,121.473701,31.230416
整租 | 江桥二村一街坊 1室1厅1卫 3000元月可短租南北,江桥二村一街坊,3000,https://sh.58.com/zufang/44292122571152x.shtml,121.473701,31.230416
整租 | 嘉定万达广场(公寓住宅) 1室1厅1卫,嘉定万达广场(公寓住宅),4300,https://sh.58.com/zufang/44668436077956x.shtml,121.473701,31.230416
整租 | 超大落地窗 高层湖景房配套衣帽间 阳光好不好你看了后,日月光伯爵天地鼎固君庭,2343,https://sh.58.com/zufang/43670624273685x.shtml,121.473701,31.230416
整租 | 黄渡润渡佳苑性价比超高2房2厅  3个大阳台 可随时,润渡佳苑(西区),2600,https://sh.58.com/zufang/44167433856154x.shtml,121.473701,31.230416
整租 | 大宅风范城，近地铁十三号线金运路，江桥万达广场，照片,大宅风范城,5500,https://sh.58.com/zufang/44709402974238x.shtml,121.473701,31.230416
整租 | 嘉城新航域 1室1厅1卫,嘉城新航域,2500,https://sh.58.com/zufang/44667345524243x.shtml,121.473701,31.230416
整租 | 11号线安亭站   新出一套精装修房源 房子很漂亮,宫宵公寓,1320,https://sh.58.com/zufang/44577622379033x.shtml,121.473701,31.230416
整租 | 实拍图片出租桃园小区.一室精装.配套齐全.交通便利.,桃园小区,1800,https://sh.58.com/zufang/44157738859426x.shtml,121.473701,31.230416
整租 | 泰宸沙河名苑，北厅，独厨，独卫，2100房间，阳光通,泰宸沙河茗苑,2100,https://sh.58.com/zufang/44194428838923x.shtml,121.473701,31.230416
单间 | 清水湾 3室2厅2卫 次卧 北,清水湾,1000,https://sh.58.com/hezu/44708628974870x.shtml,121.473701,31.230416
整租 | 嘉利坊实房实价看房随时，精装修随时可看急租，押一付一,嘉利坊,3000,https://sh.58.com/zufang/44714632708112x.shtml,121.473701,31.230416
单间 | 马路地铁站，精装单间独卫带阳台，可做饭，定期保洁,深城投十一街区(西区),1682,https://sh.58.com/hezu/43372139254685x.shtml,121.473701,31.230416
整租 | 近美兰湖 900独立一室户 可短租停车免费 就是便宜,嘉罗公路2718号楼,900,https://sh.58.com/zufang/44646665182225x.shtml,121.473701,31.230416
单间 | 沁乐佳苑 4室1厅1卫 次卧 北,沁乐佳苑,700,https://sh.58.com/hezu/44680890464803x.shtml,121.473701,31.230416
整租 | 精装修地铁1房出租中，房型方正。,金沙鼎苑,3900,https://sh.58.com/zufang/44709456511776x.shtml,121.473701,31.230416
整租 | 整租精装公寓，地铁站附近,临夏路796号小区,1600,https://sh.58.com/zufang/40002169794575x.shtml,121.473701,31.230416
单间 | 旭辉U天地 3室1厅1卫 主卧 南,旭辉U天地,1350,https://sh.58.com/hezu/40275709251091x.shtml,121.473701,31.230416
整租 | 白金涟庭，别墅精装修，上三层地下一层，近陈翔地铁口，,白金涟庭,13000,https://sh.58.com/zufang/44702515075457x.shtml,121.473701,31.230416
整租 | 高端小区素质住户 精装一房 11号线地铁口 房子非常,V6时代,1400,https://sh.58.com/zufang/44715941578652x.shtml,121.473701,31.230416
整租 | 可短租 精装修 可养宠 1室1厅1卫 1599元月,胜辛南路800号办公楼,1599,https://sh.58.com/zufang/44613650617618x.shtml,121.473701,31.230416
单间 | 金鹤新城双佳翠庭 2室1厅1卫 次卧 北,金鹤新城双佳翠庭,1300,https://sh.58.com/hezu/44638181873666x.shtml,121.473701,31.230416
单间 | 嘉定北地铁口  民电 白天6毛晚上3毛 用电省随时住,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44621066902558x.shtml,121.473701,31.230416
整租 | 绿地海域苏河源(一期公寓住宅) 3室2厅2卫 500,绿地海域苏河源(一期公寓...,5000,https://sh.58.com/zufang/44569312628500x.shtml,121.473701,31.230416
单间 | 11号线南翔地铁口 曙光苑 全新装修 独厨独卫 拎包,曙光苑(嘉定),2300,https://sh.58.com/hezu/44724305214629x.shtml,121.473701,31.230416
整租 | 吴杨小区 1室1厅1卫,吴杨小区,2200,https://sh.58.com/zufang/44599731574171x.shtml,121.473701,31.230416
整租 | 初次出租 家电全新 交通便利 居家装修 适合年轻人,嘉尚坊,3150,https://sh.58.com/zufang/44732140746516x.shtml,121.473701,31.230416
单间 | 近地铁 金沙嘉苑 水电民用 1900元月 精装修 电,金沙嘉苑,1900,https://sh.58.com/hezu/44733378764935x.shtml,121.473701,31.230416
整租 | 曹安公路精装修独立卫生间可做饭公寓,黄渡镇联西村,800,https://sh.58.com/zufang/44476873027745x.shtml,121.473701,31.230416
整租 | 中信泰富又一城雅苑 2室2厅1卫,中信泰富又一城雅苑,4300,https://sh.58.com/zufang/44589106339861x.shtml,121.473701,31.230416
整租 | 只做不产虚假近地铁华泰中心对面房租月付拎包入住可刷卡,泰宸沙河茗苑,2400,https://sh.58.com/zufang/44742806386701x.shtml,121.473701,31.230416
单间 | 金沙丽晶苑（一期），地铁13号线丰庄站，精装电梯合租,金沙丽晶苑(一期),2500,https://sh.58.com/hezu/44643699370259x.shtml,121.473701,31.230416
整租 | 大宅风范城，俩室一厅，近万达广场，华泰中心，绿地集团,大宅风范城,4200,https://sh.58.com/zufang/44732718554641x.shtml,121.473701,31.230416
单间 | 阳光苑(嘉定) 1室1厅1卫 次卧 东,阳光苑(嘉定),1000,https://sh.58.com/hezu/44733470706592x.shtml,121.473701,31.230416
整租 | 整租金鼎香樟苑(西区)3室1厅南北,金鼎香樟苑(西区),6000,https://sh.58.com/zufang/44149312581669x.shtml,121.473701,31.230416
整租 | 精装一楼两房一厅，楼层低，装修好，家电齐，拎包入住，,真新新村嘉秀坊,3900,https://sh.58.com/zufang/44656484718726x.shtml,121.473701,31.230416
整租 | 印象城800米 湖畔天下 湖景三房 5200元月 电,湖畔天下(公寓住宅),5200,https://sh.58.com/zufang/43519854367782x.shtml,121.473701,31.230416
整租 | 澜茵华庭(东区) 2室2厅1卫,澜茵华庭(东区),3800,https://sh.58.com/zufang/44733468743437x.shtml,121.473701,31.230416
单间 | 近地铁站 商业万达广场 精装1850 水电民用 押一,泰宸沙河茗苑,1850,https://sh.58.com/hezu/44722721559050x.shtml,121.473701,31.230416
整租 | 丰庄国际鞋城 近大润发 轻纺市场  上下复式 可办公,曹安国际鞋城公寓,3000,https://sh.58.com/zufang/35988503059512x.shtml,121.473701,31.230416
整租 | 银翔新村 房东自住精装两房 配套齐全 近地铁银翔湖,银翔新村,4200,https://sh.58.com/zufang/44358297243265x.shtml,121.473701,31.230416
单间 | 万科天籁湖畔(公寓住宅) 4室2厅1卫 主卧 南,万科天籁湖畔(公寓住宅),1000,https://sh.58.com/hezu/44733457995816x.shtml,121.473701,31.230416
整租 | 13号线地铁口300米 配套齐全  低于市场价 来电,澜茵华庭(东区),5000,https://sh.58.com/zufang/44588571867280x.shtml,121.473701,31.230416
整租 | 安亭地铁口，成熟小区，配套齐全，精装复式，一室一厅可,V6时代,1380,https://sh.58.com/zufang/44654254288395x.shtml,121.473701,31.230416
整租 | 近邻嘉定新城站万达广场精装修小区环境优美诚意出租,龙湖郦城(商住楼),2700,https://sh.58.com/zufang/44499245427480x.shtml,121.473701,31.230416
