B站id,昵称,性别,回复内容
有的人觉得，国家是有钱了，但是我还买不起房子，买不起车子，还不幸福。所以国家和我没关系。其实不对。如果你是一个马云一样的人物，那么你生在哪里都无所谓，你都能成为有钱人。但是如果你只是一个打打工，给老板干干活，老实本分挣工资的人，那么，你最好还是期望国家强大起来。因为国家好你才好。分配不公前提是有的可分配，要是国家穷的跟孙子似的，你连上班打工的地方都没有。,238470,绯色瞳孔,保密
每个人都站在自己的角度看问题，感觉自己都是受害者，而一个国家的舵手必须站在更高的层次来看问题，那些说先富的人没有带动其他人来致富，我就问你是哪年出生的，你是没经历过以前那种穷苦的日子啊，一个国家不可能所有人都像比尔盖茨那么富裕吧，神话也不敢这么写啊，先富的人办企业制造就业岗位，这不就是带动吗？你不能成为先富的那群人，也许是你没背景，也许是你能力和运气造成的，这个世界从来就没有什么绝对的公平可言，我们活在这个世界，不管前面是路是好是坏，都得走下去，抱怨解决不了任何问题,54200083,曾经也帅过,保密
正确，同意他的观点！,327477848,无梦不觉,保密
"想起了有一句话，这里的繁华与我无关，我只不过是个过客…………
感谢国家的收留而已，没有房子的结局始终是没有根的浮萍……",322650613,净瓶女娲,保密
原来住房拥有率代表贫困，又涨见识了，原来中国比美国日本穷人更少，因为我们的住房拥有率比美国日本以及那些西方发达国家高，而且中国年轻人是世界上最有钱的年轻人，他们的住房拥有率是年轻人中世界第一。,2733561,自带水泥,保密
这么好的视频，看的人这么少,51504786,罗伯特八条哥,男
这视频很久以前了,15727973,须眉-浊物,男
一出国就爱国，比党的教育还好☺☺☺,354369134,流沙-纵,保密
第一,28478680,天罡之斡旋造化,男
好多年了,27271571,我宣言是我的,保密
现在来看到是变成了《美国人失掉自信力了吗》[doge],35147405,超高校级的cp厨,女
"yes we,do",448747580,Rossyou,保密
瑞士学者张维为参加圆桌会议http://www.scio.gov.cn/m/ztk/dtzt/41/12/document/799406/799406.htm,599693092,皇室热狗CommiHotdog,女
这 牛批吹的……啧啧啧啧啧啧,19986221,心梗胜熊,男
抵制精神殖民,417496752,Pluto눈_눈,男
"推荐共青团青课：抵御西方精神殖民av3984056 av3984089
P.S. 这两个视频被屑站限流",393287085,Jaunt_con,男
老王现在必须转型了，很明智，点个赞[滑稽],379416307,norlanseed,男
前几天视频上王健林还说招人要招老外，有排面，今天有说要克服崇洋媚外的心理[tv_无奈],192959361,大大大大大大大反派,男
老王好像最没资格说这话，信的准备当韭菜被割吧[吃瓜],1743642,冬之夜歌,保密
只有全行业的实事求是的精神才能振兴中国文化。四海皆秋气一室难为春。我们的文化可能不适应西式的生活。我们可以再磨合，发展出新的中国文化，这样的文化才是有生命力顽强的，而不是生拉硬套牵强附会。一个文化的核心就是实事求是。不行的就是不行，行的就是行。只要我们的文化里有这个精神，就只能发展不会消失。西方工业革命的成功也是秉承着这个精神才发展的。在一天到晚的神神鬼鬼，或者知其然而不知所以然的混日子，我们的文化终将完蛋。,333090217,清水浮猫,男
然后这杂种就那着国家的钱去投资国外了,14193956,shadowsssssss,男
拉倒吧他自己还把儿子从小送去国外，保不齐海外资产偷偷转移多少呢。,34981789,张公子233666,女
说的对,67860160,LG064,保密
这话从你嘴里说出来就显得特别没有说服力[大笑]有钱人不想还债了就宣布破产，私底下该吃吃该玩玩一点影响也没有，说白了把法律当武器了，富人玩儿剩的套路而已。所以老王讲的话别太认真了，笑笑就好,52337058,分镜三要素,男
团团发的青年网络公开课：如何抵御西方精神殖民av3984089被限流了，内部暗处的敌人还有很多，若我们保持沉默将会输给这些人，他们的阴谋就可得逞。如今只好麻烦大家用复制评论的方式广而告之，让更多的人知晓并了解。[难过],144647476,溯沐源流,男
王总，你根本不懂，想要文化自信，必须大力恢复汉文化。也就是说，我们必须重新拾起自己的文化，要不然拿什么克服？小孩子从小就听到看到的是欧美的文化，吸血鬼，天使，宙斯，撒旦，圣诞老人，海皇波塞冬。他都不知道中国有什么神仙，就算他非常有钱，也文化自信不了，因为他不知道中国有什么文化。所以要大力恢复汉文化，恢复我们的服装，汉服，房子恢复汉式建筑等等,470186859,仙剑派,保密
老王说这话脸不疼吗？？骂的不就是自己？？想转移跑路没跑掉，被弄回来了,187805301,天涯雨纷纷,保密
他是个什么人，我不知道，但是他说的这句要想文化自信，必须克服崇洋媚外的心理，我感觉还可以。,202791947,现世明,男
不媚外，你着急往外跑什么？,65998579,残月归来,保密
对资本家说的话最多只能信一半，如果真的全信了，那就是傻瓜了,168010907,时光老人12,男
在教你们别崇洋媚外呢。我自己可以崇洋媚外，但是我在教你们别崇洋媚外，我也说不出理由。,55368804,东吴大嗓门,保密
其实老王说话还是很实在的，个人很欣赏。,442656372,-刻舟求剑-,保密
还真有不少精资啊[吃瓜],183860498,你在丢人,保密
咋样？在海外吃了屎了现在回国放屁?[笑][笑][笑],30285797,GAY比♂利♂王,保密
"文化自信不是句口号，也绝不是体现形式主义的方式，更不是为封建主义招摇呐喊的旗号！新中国是带有极大革命色彩的，而不是简单的改朝换代。它不仅仅是实现了十九世纪以来中国的重新统一，完成了政治体系的现代化，更对整个社会从道德，精神层面上进行了重组和肃清，这种变革是自秦汉所未有过的，称之为再造中华也不过分。它和它的建立者在艰苦卓绝的奋斗过程中，无疑赋予了整个国家崭新的精神面貌，乃至思想上的重构。正因如此，新中国不可能也不会在旧社会的文化中找到属于共和国的文化自信！
“共和国不需要谋求文化霸权，但一定要树立文化自信。”",24086238,PLA-NAVY,保密
你们这么搞没什么    穿汉服也没什么    一旦往种族主义发展   就有的看咯     我还是喜欢无产阶级和资产阶级的分法,97010718,好好的节奏,男
如果有人喷形式主义（请过年的时候别要你家老人的钱，还有跟他磕头）,179286426,启延秉则,男
"抛开疫情
历史唯物主义认为，几个世纪以来西方的礼仪确实比中国封建社会的礼仪先进，这只是大学课程。
但传统意义上，自己民族的礼仪永远都是最“先进”最“高贵”的，并且不接受任何反驳，否则，我就骂你崇洋媚外。",502698840,我是可靠的同志,保密
不伦不类，哗众取宠,490472823,弈棋人生,保密
回复 @扬基-都德 :我想的首先不要上纲上线，任何一个作揖的人，我认为心里面都对以前的阶级没有任何的认同，如果单单一个手势一个礼仪的就代表了封建礼教的话，那么同样汉服身上也有多多少少的代表阶级色彩的地方，我们可以给他改掉，或者说我们可以无视他，但不代表我们要给他扣上一个帽子，然后去批判他,94656230,火种早已埋下,男
真好,41182651,王萌昊,保密
我翻开历史一查，这历史没有年代，歪歪斜斜的每页上都写着‘仁义道德’四个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是‘吃人’！,348696098,Ostalgie1977,保密
还有文化复兴不单是我们自己提出的，而是国家在16年推崇实施的,85899834,吾乃夜猫子,男
“革命革的是思想的枷锁，而不是巩固。我们对任何事情不能盲目的崇拜，如果那样，我们革命的目的到底是什么？曲解革命那只是变种体系继续封建迷信罢了，这样的革命简直有辱“革命”二字，必定会遗臭万年，令后人唾弃！”,85899834,吾乃夜猫子,男
为什么要删除我的言论？,85899834,吾乃夜猫子,男
仅疫情适用!,502698840,我是可靠的同志,保密
那么问题来了，这是汉族的礼节，少数民族该怎么办呢,17821818,昵称密码完成哈,保密
这回没人说糟粕了吧,392380986,董明诛,保密
任何革命以牺牲破坏自己的文明文化为代价的都是伪革命！,85899834,吾乃夜猫子,男
复兴华夏,500445552,成风御雪,保密
"前几天下了个b站，说实话这软件挺好用的。
但不知道为什么就这几天看视频的时候老是有字从旁边飘过去。
很难受，打算卸载了。",101349725,润丰Terry,保密
你要是致力于收集温老师的课我就关注，省的到处找视频了,6512653,冷空气东移南下,保密
看到这名字就粉了！,28748270,junciaa,保密
都是谁审核的，他都能听懂教授讲的那些敏感的，为什么不做个人？,9608939,学经僧,女
逻辑自信，资本主义工业化发展是经济社会危机伴生的逻辑，老牌工业国的发展过程当中都无一例外都大量向殖民地转嫁危机人口，而无法转嫁危机，危机砸在国内的工业化发展意图，无一例外都会被国内经济社会危机动荡打断。,39319543,shen375,保密
up有没有温老近期的演讲呢？,32664122,窝想天天吃火锅,保密
