marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vines,Impact_factor,review_headline,review_body,total_words,words_number,review_date
US,29333641,R1J29IXQRJ03ZV,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,4,0,1,N,-1.0,for easy storage and use,"Bigger than I thought but still works well for my needs. Fits right under my bed, for easy storage and use. Definitely a perfect space saver microwave.","['storage', 'right', 'bed', 'works', 'Definitely', 'perfect', 'space', 'microwave', 'thought', 'for', 'under', 'Fits', 'but', 'than', 'Bigger', 'my', 'well', 'use', 'easy', 'and', 'still', 'needs', 'saver', 'a', 'I']",25,5/6/2015
US,20016976,R1BERN7QTAHPSW,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,1,Fair Deal,"The Danby microwave works well, but it is somewhat flimsy.  I've only had it for a few months and the plastic coating on the keypad is already bubbling and peeling.  However, the microwave cost less than $50, so for the price, it's a fair deal.","['The', 'works', 'microwave', 'somewhat', 'peeling', 'is', 'for', 'the', 'plastic', '$50', 'but', 'already', 'than', 'less', 'Fair', 'well', 'keypad', 'cost', 'bubbling', 'Deal', ""I've"", 'fair', 'only', 'and', 'coating', 'few', 'so', 'flimsy', 'on', 'deal', 'However', 'months', 'price', 'a', 'Danby', ""it's"", 'it', 'had']",38,5/6/2015
US,14701711,R3PM6B8RRH94P4,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,0,0,N,1,... been about two months and my husband and I love this microwave,It has been about two months and my husband and I love this microwave. We have plans of putting it in our new island as a built in. It looks great and works really well. The convection feature is a huge bonus.  I would buy again.,"['been', 'The', 'works', 'microwave', 'is', 'would', 'bonus', 'feature', 'really', 'buy', 'We', 'has', 'my', 'well', 'of', 'island', 'have', 'again', 'husband', 'putting', 'love', 'in', 'and', 'as', 'two', 'new', 'It', 'plans', 'huge', 'great', 'this', 'months', 'our', 'built', 'convection', 'a', 'I', 'about', 'it', 'looks']",40,5/5/2015
US,13425344,RV4OR1L3WDVZ9,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Compact Microwave,"Have only had it about a month, but so far so good.  It is smaller than my last one, but I needed something that would fit in a small space and it's hard to find compact-sized microwaves.  I just use it for warming up things and it seems to be doing the trick.","['space', 'Microwave', 'doing', 'needed', 'last', 'microwaves', 'is', 'for', 'the', 'far', 'would', 'Compact', 'seems', 'but', 'month', 'than', 'hard', 'be', 'Have', 'my', 'to', 'that', 'use', 'up', 'trick', 'one', 'find', 'things', 'only', 'good', 'in', 'and', 'smaller', 'It', 'compact-sized', 'so', 'something', 'warming', 'a', 'I', 'fit', 'small', 'about', 'it', ""it's"", 'just', 'had']",47,5/3/2015
US,32076046,R2WU5EROQI8HNF,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,3,3,N,3.0,This Danby model is perfect for that,"I wanted a small microwave to heat food more than cook it in the first place. For example, I bake a large casserole in my oven, keep it in the fridge, then later heat meal-sized portions. This Danby model is perfect for that. Occasionally, I'll prepare a frozen dinner or pizza and its good for that too as long as the food container does not exceed the 9 inch (or so) interior rotating cooking surface.<br /><br />One thing to be aware of, and that is this is a 700 watt microwave. Most food packages show microwave times for 1100 watt microwaves. This means you must cook things longer with 700 watts. No problem: Do an internet search for &#34;microwave 700 watt conversion chart&#34; and you'll see plenty of charts you can print. I posted one I printed to the inside of a cupboard door and consult it when I need to convert the 1100 cooking time shown on the food package for my 700 watt Danby. Example: 4 minutes at 1100 watts shown on package = 6 minutes 17 seconds on a 700 watt microwave.<br /><br />This is a small sized unit with 700 watts of power. It may no be for everyone. However, it meets my needs exactly. Also, it looks and performs well. I have had no problems with it. I'm a satisfied customer.","['or', 'Also', 'show', 'with', '6', 'seconds', 'later', 'may', 'too', 'casserole', 'plenty', '=', 'of', 'time', 'have', 'first', 'watts', 'Example:', 'in', 'and', '9', 'minutes', 'watt', 'needs', 'meets', 'must', 'Do', 'inside', ""you'll"", 'a', 'I', 'it', 'times', 'food', 'microwaves', 'fridge', 'Most', 'aware', 'This', 'packages', 'longer', 'oven', 'than', 'meal-sized', 'to', 'rotating', 'keep', 'For', 'one', 'no', 'No', 'problem:', 'need', 'inch', 'However', 'exceed', 'convert', 'internet', 'small', 'looks', 'customer', 'problems', 'heat', 'had', 'everyone', 'cupboard', 'perfect', 'satisfied', 'door', 'does', 'dinner', 'interior', 'for', 'you', 'package', '/><br', 'large', 'model', 'printed', ""I'm"", 'my', 'well', 'means', 'then', 'print', 'can', 'more', 'good', 'as', '&#34;microwave', 'charts', 'microwave<br', '(or', ""I'll"", 'an', 'pizza', 'conversion', 'prepare', 'example', 'Danby', 'performs', 'cook', '17', '/>One', 'cooking', 'frozen', 'when', 'see', 'microwave', 'search', 'is', 'the', 'bake', 'portions', 'be', 'long', '700', '1100', 'posted', 'that', 'shown', 'exactly', 'things', 'so)', '/>This', 'container', '4', 'power', 'Occasionally', 'wanted', 'chart&#34;', 'It', 'consult', 'this', 'place', 'on', 'surface<br', 'unit', 'at', 'its', 'sized', 'not', 'thing']",143,5/3/2015
US,25279865,R24KITNGJ7X38R,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,1,1,N,1.0,Five Stars,"took off rust under turntable with dremel motto,<br />then applied three coats ann hour apart<br />VERY HAPPY","['Stars', 'turntable', 'Five', 'with', 'off', 'under', 'motto<br', 'apart<br', 'rust', 'three', 'ann', 'applied', 'hour', 'HAPPY', 'dremel', 'coats', '/>VERY', 'took', '/>then']",19,5/3/2015
US,7702400,R353RGEUI9DIJ2,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,Love the microwave. It works great and adds such style and flare to our kitchen.,"['such', 'Stars', 'adds', 'works', 'microwave', 'our', 'and', 'kitchen', 'to', 'style', 'the', 'Five', 'It', 'Love', 'flare', 'great']",16,5/3/2015
US,19654236,RHXIQ5HR7R8D7,B008F07MPS,168181302,whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave,Major Appliances,4,2,3,N,1.0,Can't go wrong with this microwave!,This model is a newer version of one that we had for many years. It fits perfectly in the custom cabinetry that we have. It looks great and functions really well. We're very happy with this purchase!!,"['microwave', 'we', 'is', 'for', 'This', 'the', 'with', 'very', 'really', 'functions', 'happy', 'model', 'well', 'that', 'of', 'have', 'perfectly', ""Can't"", 'one', 'many', 'in', 'and', ""We're"", 'It', 'purchase', 'newer', 'great', 'this', 'version', 'a', 'wrong', 'years', 'looks', 'go', 'fits', 'cabinetry', 'had', 'custom']",38,5/2/2015
US,32929432,R3SY8YT8TX0HD4,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,1,1,N,1.0,Five Stars,"Fantastic, love this little bastard.  Saves my counter space and looks great.","['this', 'love', 'Stars', 'space', 'and', 'little', 'Fantastic', 'my', 'Five', 'looks', 'Saves', 'counter', 'bastard', 'great']",14,5/1/2015
US,1974334,R13TGI03PCF3W6,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,4,7,7,N,7.0,"Very happy, looks great in my kitchen and easy to use.",Installed easily.  So far I've baked a chocolate cake and cookies with convection method. Both turned out perfect. Microwave works as I expected.,"['perfect', 'turned', 'works', 'Microwave', 'far', 'with', 'Both', 'kitchen', 'cake', 'to', 'my', 'Very', 'So', 'use', 'expected', 'Installed', ""I've"", 'in', 'and', 'easy', 'cookies', 'out', 'as', 'baked', 'great', 'chocolate', 'easily', 'convection', 'method', 'a', 'I', 'looks', 'happy']",33,4/30/2015
US,10356216,R22IK2YT8XQ2JK,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,2,N,1,Dandy unit.,"Everything we wanted in a microwave.  All black looks better than just black face.  Has the 30-second add-on feature which we both like.  Slides around, but that can be remedied with non-slip material.  Has a nice &#34;lip&#34; at bottom so can be clasped while pressing buttons or starting which prevents slipping in the first place.  Great price for product--but time will tell for sure.","['or', 'non-slip', 'microwave', 'add-on', 'we', 'prevents', 'Great', 'clasped', 'the', 'for', 'with', 'feature', 'but', 'like', '30-second', 'will', 'than', 'face', 'be', 'starting', 'remedied', 'that', 'Has', 'time', 'All', 'can', 'first', 'Slides', 'buttons', 'better', 'while', 'Dandy', 'pressing', 'in', 'around', 'sure', 'wanted', 'which', 'material', 'so', 'place', 'black', 'both', 'price', 'unit', 'a', '&#34;lip&#34;', 'at', 'looks', 'nice', 'slipping', 'Everything', 'product--but', 'just', 'tell', 'bottom']",56,4/28/2015
US,13220429,RV9OLDPTXJN14,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Good Quality,So far I like this microwave.  It seems like good quality materials and also well put together.  It's doing a great job efficiently heating.,"['job', 'microwave', 'doing', 'far', 'seems', 'also', 'like', ""It's"", 'Good', 'So', 'well', 'quality', 'heating', 'materials', 'good', 'and', 'together', 'It', 'great', 'this', 'Quality', 'a', 'I', 'put', 'efficiently']",25,4/28/2015
US,14107233,R20BVQVU5U21I8,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,i would of like more selection in the,Exactly what i was looking for. i would of like more selection in the color,"['looking', 'was', 'in', 'of', 'the', 'what', 'for', 'color', 'would', 'i', 'more', 'like', 'Exactly', 'selection']",14,4/27/2015
US,44655735,R1EZTMPMRTJUO2,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,2,1,4,N,-2.0,Will not work in OTR vehicles!,"what a huge waste of money!  We bought this microwave specifically because it would fit into the little compartment of my husband's OTR truck.  We've never had issues getting a microwave to work in the truck before... and to make matters worse when my husband called their posted phone number for assistance he kept getting passed around from one 'um, I don't know' person to the next.  We would have returned the microwave IF he hadn't already put it in the truck and left from home BEFORE he discovered that it doesn't work on the power source (why not... we still don't know).  Looks like he puts back in the too large microwave and has to take it out and set it on the bunk in order to make a meal.<br /><br />We gave it a 2 because it is the perfect size and it DOES work if you want to use it in a house, but for some reason will not work with the power inverter OTR trucks use.","['BEFORE', 'he', 'passed', 'getting', 'we', 'with', 'before', 'We', 'want', 'size', 'too', 'from', 'of', 'specifically', 'meal<br', 'have', 'use', 'husband', 'order', 'in', 'and', 'worse', 'out', '/>We', 'bought', 'discovered', 'issues', 'waste', 'house', 'a', 'I', 'fit', 'put', 'it', ""doesn't"", 'inverter', 'DOES', ""know'"", 'Will', 'truck', 'next', 'to', ""don't"", 'money', 'vehicles', 'if', 'trucks', 'one', 'Looks', 'around', 'phone', 'gave', ""husband's"", 'matters', ""hadn't"", 'little', 'had', 'perfect', 'called', ""We've"", '2', 'work', 'their', 'IF', 'for', 'returned', 'bunk', 'you', '/><br', 'but', 'large', 'never', 'will', 'OTR', 'my', 'some', 'puts', 'number', 'huge', 'make', 'when', 'reason', 'microwave', 'source', 'is', 'the', 'take', 'would', 'because', 'already', 'like', 'has', 'posted', 'that', 'compartment', 'know)', ""'um"", 'still', 'power', 'what', '(why', 'into', 'on', 'this', 'back', 'assistance', 'kept', 'home', 'set', 'left', 'person', 'not']",112,4/27/2015
US,50277410,RKIU8M23KE4O3,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,3,3,3,N,3.0,"Ok, but some options are limited and the instructions are somewhat obtuse.","Works fine, but somewhat lacking in some features.  The defrost selection begins at  1/2 lbs..  In a single person household, I often need to defrost smaller amounts.  I buy packages of pork chops, vegetables, etc. and split them up into small packages and freeze them.  Also, my previous microwave had a 30 second time add feature which I used more often than the 1 minute add feature on this microwave.  One minute is often longer than I need and if 30 seconds is too short, I could always push it more than once.  That microwave also had several fan speeds and light options.  The lower fan speeds were useful when I didn't need the higher speed and reduced the rather irritating high speed fan noise.  These restrictions are mostly just somewhat irritating and, overall, I'm not dissatisfied with the unit.  I also found the installation instructions somewhat difficult to follow. Mainly, I had a few parts that didn't seem to go anywhere.  My previous unit (different maker) only lasted 4 years which was a disappointment, I hope this one lasts longer.","['used', 'Also', 'The', 'lacking', 'options', '30', 'found', 'with', 'lbs', 'pork', '1', 'also', 'buy', 'seconds', 'previous', 'Works', 'too', 'speeds', 'of', 'time', 'several', 'difficult', 'often', 'in', 'and', 'smaller', 'add', 'are', 'That', 'amounts', 'fine', 'anywhere', 'a', 'I', 'single', 'limited', 'it', 'always', 'lower', 'higher', 'freeze', 'lasted', 'In', 'etc', 'packages', 'longer', 'overall', 'One', 'than', 'to', 'if', 'useful', 'one', 'obtuse', 'was', 'mostly', 'need', 'few', '(different', 'begins', 'small', 'years', 'go', 'them', 'rather', 'had', 'could', 'second', 'somewhat', 'chops', 'features', 'reduced', 'but', 'short', ""I'm"", 'my', 'some', 'high', 'more', 'noise', 'only', 'My', 'hope', 'speed', 'installation', 'which', 'light', 'not', 'household', 'restrictions', 'maker)', 'up', 'when', 'selection', 'push', 'microwave', 'Mainly', 'fan', 'is', 'the', 'feature', 'irritating', 'parts', 'Ok', 'that', 'disappointment', 'follow', 'lasts', 'once', 'seem', 'defrost', 'dissatisfied', '4', 'instructions', 'into', ""didn't"", '1/2', 'on', 'this', 'minute', 'unit', 'at', 'vegetables', 'person', 'were', 'just', 'These', 'split']",128,4/27/2015
US,972588,R1NRJ47IB2OOB5,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,1,Five Stars,Everything was perfect!,"['Stars', 'was', 'perfect', 'Five', 'Everything']",5,4/26/2015
US,1288515,R1ZO5T5N9H5ROB,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,1,1,N,1.0,Four Stars,Excelent thanks,"['Excelent', 'Stars', 'thanks', 'Four']",4,4/25/2015
US,12404037,R3F8SDZZ42Q34W,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,I'm very happy with this purchase,Was drawn to this one after reading all of the positive reviews! They were spot on! I'm very happy with this purchase!!,"['the', 'with', 'positive', 'very', 'all', ""I'm"", 'to', 'of', 'They', 'reviews', 'one', 'Was', 'drawn', 'reading', 'after', 'spot', 'purchase', 'on', 'this', 'were', 'happy']",21,4/23/2015
US,52595486,R3UYZQN5HCQV71,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,1,5,6,N,4.0,TREMENDOUS HEAT ON THE LEFT SIDE AND BACK.  DANGEROUS!,THIS GIVES OFF A TREMENDOUS AMOUNT OF HEAT ON THE LEFT SIDE AND THE BACK.  Simply touching the left side casually after it completed a fast heat cycle left a burn on my forearm.  I then felt around the unit without touching and found the right side cool the top reasonably so and the back burning with heat.  Since this is a countertop unit and the side will be exposed in most applications my experience is that this unit is dangerous!  Especially if you have children.  I am returning it immediately.,"['right', 'BACK', 'children', 'AMOUNT', 'Simply', 'fast', 'is', 'the', 'found', 'ON', 'casually', 'with', 'countertop', 'forearm', 'you', 'immediately', 'will', 'be', 'DANGEROUS', 'A', 'exposed', 'applications', 'THIS', 'my', 'that', 'then', 'dangerous', 'have', 'returning', 'completed', 'if', 'burning', 'Since', 'GIVES', 'felt', 'LEFT', 'and', 'around', 'in', 'experience', 'most', 'cycle', 'side', 'OFF', 'heat', 'HEAT', 'after', 'OF', 'Especially', 'so', 'touching', 'burn', 'on', 'back', 'top', 'this', 'am', 'cool', 'THE', 'AND', 'a', 'unit', 'I', 'without', 'left', 'it', 'SIDE', 'reasonably', 'TREMENDOUS']",69,4/23/2015
