整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2680,https://sz.58.com/zufang/43561408828185x.shtml
整租 | 4号线龙华地铁 精装修两房通风采光好 停车位充足，,弓村,2000,https://sz.58.com/zufang/45265706757388x.shtml
整租 | 直租福田方向的，精装大两房大阳台电梯房拎包入住，采光,白石龙一区,3000,https://sz.58.com/zufang/45489456014596x.shtml
整租 | 清湖地铁口100米 卧室带阳台 电梯房 精装修  采,富联新村,2200,https://sz.58.com/zufang/45487569950871x.shtml
整租 | 伽乐园 1室1厅1卫,伽乐园,2300,https://sz.58.com/zufang/45455125898925x.shtml
整租 | 伽乐园 2室1厅1卫,伽乐园,2200,https://sz.58.com/zufang/45489243744651x.shtml
整租 | 大浪九区 4室1厅1卫,大浪九区,2100,https://sz.58.com/zufang/45511021183535x.shtml
整租 | 高坳新村 2室1厅1卫,高坳新村,2000,https://sz.58.com/zufang/45186267324947x.shtml
整租 | 金苹果 1室1厅1卫,金苹果,3400,https://sz.58.com/zufang/45466584072838x.shtml
整租 | 潜龙花园 2室1厅1卫,潜龙花园,4000,https://sz.58.com/zufang/45400510587532x.shtml
整租 | 赖屋山新村 3室2厅1卫,赖屋山新村,2988,https://sz.58.com/zufang/45464672889139x.shtml
整租 | 共和花园 2室1厅1卫,共和花园,2600,https://sz.58.com/zufang/45521643826353x.shtml
整租 | 民乐老村 2室1厅1卫,民乐老村,2600,https://sz.58.com/zufang/45521620644645x.shtml
整租 | 清湖地铁口300米近港之龙 国鸿大厦轻轨站交通方便,富联新村,2000,https://sz.58.com/zufang/45442602448264x.shtml
整租 | 整租两房 直租免中介 精装修拎包入住 民水民电 押一,元芬新村,2599,https://sz.58.com/zufang/44714554914064x.shtml
整租 | 免中介 整租两房 精装修拎包入住 家私齐全 民水民电,元芬新村,2599,https://sz.58.com/zufang/44380831263254x.shtml
整租 | 地铁口温馨三房，近地铁，自带大型商超。出门就有公交车,华盛峰荟名庭,3350,https://sz.58.com/zufang/45433098738347x.shtml
整租 | 双地铁口物业泰莱雅苑精装3房2厅1卫 楼层高采光好,泰莱雅苑,3000,https://sz.58.com/zufang/44800079080351x.shtml
整租 | 免中介 近地铁站地铁站民水民电精装修拎包入住,逸秀新村,2199,https://sz.58.com/zufang/45488320571178x.shtml
整租 | 年底特价上油松，天汇大厦，精装阳台两房，家私齐全,上油松村,3000,https://sz.58.com/zufang/44767161982478x.shtml
整租 | 芷峪澜湾花园  茜坑地铁2房降价出租 近天虹！吃喝玩,美佳华首誉(商住楼),3999,https://sz.58.com/zufang/45476217500472x.shtml
整租 | 龙华清湖湾花园三房出租 家电全齐 拎包入住 有钥匙随,清湖湾花园,4000,https://sz.58.com/zufang/44876207232776x.shtml
整租 | 龙华 观澜 精装中式大四房 随时可看,珑门,4000,https://sz.58.com/zufang/45495516333326x.shtml
整租 | 民治地铁口，大两房一厅，精装修拎包入住,樟坑二区,2750,https://sz.58.com/zufang/45478453994243x.shtml
整租 | 龙华区大浪六号线元芬站旁大型统建楼花园小区 停车场有,金威大厦,3600,https://sz.58.com/zufang/44865960204294x.shtml
整租 | 红山地铁口 送一个月 押一付一 免管理 民用水电 拎,创业花园,2499,https://sz.58.com/zufang/44621609932700x.shtml
整租 | 龙华汽车站 高坳新村 2室1厅1卫 精装修 电梯房,高坳新村,2300,https://sz.58.com/zufang/45430597175830x.shtml
整租 | 红山地铁口押一付一精装一房一厅采光视野好拎包入住,创业花园,2599,https://sz.58.com/zufang/45417897404431x.shtml
整租 | 4号线清湖地铁站附近小区两房 全新配置 高楼层 采光,联谊翠苑,3500,https://sz.58.com/zufang/41713722691861x.shtml
整租 | 四号线地铁口   三房全齐出租  拎包入住 看房非常,华盛观荟,3100,https://sz.58.com/zufang/45331811446939x.shtml
整租 | 观湖体育馆边上，社区中间位置，大三房，空房出租,楠木花园,2500,https://sz.58.com/zufang/45455403337629x.shtml
整租 | 松元厦地铁口观壹城 精装三房 诚心出租 家私齐全拎包,奥宸观壹城,4000,https://sz.58.com/zufang/44880044371597x.shtml
整租 | 4号线清湖地铁口玉翠新村三房两厅特价招租，户型方正，,玉翠新村A区,2300,https://sz.58.com/zufang/43306493049090x.shtml
整租 | 龙华汽车站，鸿宇大厦附近，精装阳台两房，家私齐全,高坳新村,2000,https://sz.58.com/zufang/45317616732335x.shtml
整租 | 可短租精装两房 押一付一  2599元月 配套齐全,龙胜新村,2599,https://sz.58.com/zufang/45052797000975x.shtml
整租 | 新上房源！无缝接驳龙胜地铁口，和平里精装单间。拎包入,特发和平里(一期),3600,https://sz.58.com/zufang/45428799597572x.shtml
整租 | 清湖弓村 带阳台 温馨家居两房 交通方便 家私家电齐,清湖名苑,2800,https://sz.58.com/zufang/45330991184303x.shtml
整租 | 地铁口押一付一免管理费免租金一个月精装修拎把入住 采,创业花园,2099,https://sz.58.com/zufang/44911983473953x.shtml
整租 | 整租 清湖地铁站200米精装修公寓直租采光好电梯房拎,大唐时代公寓,2380,https://sz.58.com/zufang/43371857700500x.shtml
整租 | 龙塘新村 2室1厅1卫,龙塘新村,3080,https://sz.58.com/zufang/45387741305783x.shtml
整租 | 樟坑一区 1室1厅1卫,樟坑一区,2150,https://sz.58.com/zufang/45518575916983x.shtml
整租 | 樟坑三区 2室1厅1卫,樟坑三区,2300,https://sz.58.com/zufang/45451432456322x.shtml
整租 | 腾龙花园 2室1厅2卫,腾龙花园,2000,https://sz.58.com/zufang/45185893871400x.shtml
整租 | 高坳新村 2室1厅1卫,高坳新村,2200,https://sz.58.com/zufang/45098058336415x.shtml
整租 | 弓村 1室1厅1卫,弓村,2199,https://sz.58.com/zufang/45498054648625x.shtml
单间 | 丰泽湖山庄 1室0厅0卫 主卧 南,丰泽湖山庄,2300,https://sz.58.com/hezu/45518107728040x.shtml
整租 | 润达圆庭 1室厅1卫,润达圆庭,2550,https://sz.58.com/zufang/45420622458396x.shtml
整租 | 悦湖大厦 3室1厅1卫,悦湖大厦,3800,https://sz.58.com/zufang/42069012341283x.shtml
整租 | 观澜四号线地铁口长湖站，观澜二小，华盛观荟一房一厅齐,华盛观荟(商住楼),2800,https://sz.58.com/zufang/45332071917236x.shtml
整租 | （真实）西坑地铁口 美佳华首誉 天虹旁 精装全齐两房,美佳华首誉,4000,https://sz.58.com/zufang/44147988143501x.shtml
整租 | 龙华清湖宝湖居（花半里旁）正三房 带家私电器出租 实,清湖宝湖居,4000,https://sz.58.com/zufang/45531749238712x.shtml
整租 | 急租 小区房 龙华山姆会员店 附近龙华公寓精装两房,警备区龙华公寓,2500,https://sz.58.com/zufang/45539218229153x.shtml
整租 | 近壹城商圈，厅出阳台， 端户大阳台。,苹果园,2800,https://sz.58.com/zufang/45373077668227x.shtml
整租 | 老铁 租房看这里 带娃养老两不误 茜坑地铁站附近 小,美佳华首誉,3800,https://sz.58.com/zufang/45506088311817x.shtml
整租 | 赛维纳精装公寓  家私家电齐全 拎包入住  2800,观澜豪园假日赛维纳,2800,https://sz.58.com/zufang/44825403778073x.shtml
整租 | 地铁口  招商观园 2室1厅1卫 光线好 电梯房,招商观园,3550,https://sz.58.com/zufang/45531482960402x.shtml
整租 | 合正福城天虹美佳华首誉两房，竹村茜坑地铁口，家私电齐,美佳华首誉,4000,https://sz.58.com/zufang/44344721966362x.shtml
整租 | 清湖宝湖居 3室2厅1卫 4000元月 精装修 拎包,清湖宝湖居,3900,https://sz.58.com/zufang/45531444485392x.shtml
"整租 | 清湖铭泉2房精装修,业主诚心出租",清湖铭泉,3800,https://sz.58.com/zufang/45265648672516x.shtml
整租 | 地铁口旁，高楼层采光好 3室1厅1卫 3000元月,华盛峰荟名庭,3000,https://sz.58.com/zufang/45538824788027x.shtml
整租 | 龙华清湖18楼景观后排安静户型方保养好无遮挡大阳台采,盛世江南,3800,https://sz.58.com/zufang/45265645409286x.shtml
整租 | 新田茗苑两房精装出租,新田茗苑,3000,https://sz.58.com/zufang/45510204844431x.shtml
整租 | 地铁口观澜站 精装修3房 业主急租 看城市景观 拎包,华盛观荟,2800,https://sz.58.com/zufang/45141242906763x.shtml
整租 | 1866精装朝南一房，诚心出租，家私全齐,绿景公馆1866(南区),4000,https://sz.58.com/zufang/45473055803034x.shtml
整租 | 大浪义乌菜市场附近 盛旺家园 精装3房2厅 家电齐全,盛旺家园,4000,https://sz.58.com/zufang/45406156886458x.shtml
整租 | 5号线，民治地铁大润发一房一厅出租，福田南山西丽大学,水尾新村,2580,https://sz.58.com/zufang/45431870936218x.shtml
整租 | 近天汇大厦，展滔大厦，油松两房一厅家电齐全拎包入住。,油园新村,2400,https://sz.58.com/zufang/45538965311905x.shtml
整租 | 整租一房一厅 精装修拎包入住 月付 免中介 签约送一,创业花园,2369,https://sz.58.com/zufang/44911726514728x.shtml
整租 | 四号线地铁口，温馨一房,华盛观荟,3200,https://sz.58.com/zufang/45516707391754x.shtml
整租 | 观澜首誉 2房性价比超高！近茜坑地铁 田背公交 比邻,美佳华首誉(商住楼),3900,https://sz.58.com/zufang/45495104888202x.shtml
整租 | 店长力荐，观澜体育公园旁豪华装修复式一房一厅全齐新房,嘉霖微商大楼,2800,https://sz.58.com/zufang/45284859059849x.shtml
整租 | 宽敞大两房，拎包入住，精装修品牌公寓 民乐 梅林关,横岭三区,3400,https://sz.58.com/zufang/42202914347813x.shtml
整租 | 整租 无中介近地铁精装拎包住 民水民电 押一付一 免,元芬新村,2599,https://sz.58.com/zufang/44381154216067x.shtml
整租 | 美中学校旁 观澜天虹 出门就是轻轨 诚心出租无需多虑,大和名居,3300,https://sz.58.com/zufang/45517573429024x.shtml
整租 | 物业直租 精装公寓，家私家电齐全，可以直接拎包入住，,龙胜新村,3000,https://sz.58.com/zufang/45443739222047x.shtml
整租 | 丰润花园2楼74平豪华装修租4000元，实景图片，看,丰润花园,4000,https://sz.58.com/zufang/45516563522196x.shtml
整租 | 苹果园 楼下商业街 一房一厅 有钥匙,苹果园,3500,https://sz.58.com/zufang/45495195112325x.shtml
整租 | 民治白石龙双地铁口 民水民电 有燃气做饭 采光好,鑫茂公寓,2950,https://sz.58.com/zufang/44853949200133x.shtml
整租 | 同地段小区醉便宜一套，想知道为什么点进来 背后原因令,龙光玖龙玺,3999,https://sz.58.com/zufang/45453975985044x.shtml
整租 | 竹村地铁口 田背花园 3室2厅 3000元月  配套,田背花园,3000,https://sz.58.com/zufang/45517494137740x.shtml
整租 | 清湖地铁站 富联二区 2室1厅1卫 采光好 配置齐全,富联二区,2300,https://sz.58.com/zufang/45430441417767x.shtml
整租 | 百丽名苑 2室2厅1卫 免费停车随时看房 南北通透,百丽名苑,2400,https://sz.58.com/zufang/45397640535184x.shtml
整租 | 白石龙地铁民乐澳门新村 1室1厅1卫  精装修 电梯,民乐澳门新村,2380,https://sz.58.com/zufang/45475714981788x.shtml
整租 | 签约免租一个月，民水民电，近福田南山，交通便利,鑫茂公寓,2550,https://sz.58.com/zufang/45129409915810x.shtml
整租 | 六号线阳台山三加一房出租,三合新村,3600,https://sz.58.com/zufang/45373332080794x.shtml
整租 | 长湖地铁口 泰莱雅苑精装大两房 拎包入住 停车方便,泰莱雅苑,2800,https://sz.58.com/zufang/45309118862256x.shtml
整租 | 4号线白石龙地铁口.半H直达福田.单间.一房一厅,白石龙一区,2500,https://sz.58.com/zufang/45363197908489x.shtml
整租 | 实拍图 展滔大厦 壹方天地 华为基地 停车方便 小区,香缇雅苑,2000,https://sz.58.com/zufang/45452559466664x.shtml
整租 | 汇海广场 旁 一房一厅精装修 电梯房。免租一个月。,弓村,2800,https://sz.58.com/zufang/45329901870874x.shtml
整租 | 樟坑一区 2室1厅1卫,樟坑一区,2600,https://sz.58.com/zufang/45441423007777x.shtml
整租 | 樟坑径下围村 2室1厅1卫,樟坑径下围村,2600,https://sz.58.com/zufang/45516462379307x.shtml
整租 | 创业花园 2室1厅1卫,创业花园,3600,https://sz.58.com/zufang/45538828680888x.shtml
整租 | 东泉新村 2室1厅1卫,东泉新村,2270,https://sz.58.com/zufang/45495411010561x.shtml
整租 | 横岭四区 2室2厅1卫,横岭四区,3000,https://sz.58.com/zufang/44755075388048x.shtml
整租 | 锦园印象 2室2厅1卫,锦园印象,2300,https://sz.58.com/zufang/45538376539416x.shtml
单间 | 深国际万科悦城 2室1厅1卫 主卧 朝西南,深国际万科悦城,2000,https://sz.58.com/hezu/45251968784022x.shtml
整租 | 上油松村 2室1厅1卫,上油松村,2600,https://sz.58.com/zufang/45453536854408x.shtml
整租 | 下早新村 2室1厅1卫,下早新村,2000,https://sz.58.com/zufang/44758144875396x.shtml
整租 | 龙华观澜 百丽名苑 龙观快速旁 大型花园小区 享免费,百丽名苑,2400,https://sz.58.com/zufang/45506602010428x.shtml
整租 | 5号线民治地铁400米 拎包入住,樟坑一区2栋小区,3000,https://sz.58.com/zufang/42066883982746x.shtml
整租 | 白石龙地铁，澳门新村性价一房2500，两站到福田。,民乐澳门新村,2500,https://sz.58.com/zufang/44490856055074x.shtml
整租 | 地铁口150米  民用水电燃   签约立减800元,书香门第名苑,3000,https://sz.58.com/zufang/44945069965981x.shtml
整租 | 佳华领域 观澜地铁口新澜轻轨口旁边 业主诚心出租，价,佳华领域广场,2900,https://sz.58.com/zufang/45409107756320x.shtml
整租 | 龙华红山精装大一房 押一付一 拎包入住 民水民电 2,创业花园,2099,https://sz.58.com/zufang/43340479481510x.shtml
整租 | 大浪义乌 福轩新村 大2房 生活配套齐全 业主急租,福轩新村,2250,https://sz.58.com/zufang/45330826756128x.shtml
整租 | 清湖铭泉旁小区 全新装修 守次出租 精装一房一厅 领,大唐时代公寓,2900,https://sz.58.com/zufang/45285127616908x.shtml
整租 | 新田茗苑精装三房出租,新田茗苑,3500,https://sz.58.com/zufang/45322180829109x.shtml
整租 | 元芬龙胜地铁口 物业直租 全新精装 拎包入住 随时看,元芬新村,2000,https://sz.58.com/zufang/45506203209627x.shtml
整租 | 整租两房 直租免中介 拎包入住 家私齐全 民水民电押,元芬新村,2569,https://sz.58.com/zufang/44658230759044x.shtml
整租 | 2.24 1866南区1房出租4000全齐有阳台,绿景公馆1866(南区),4000,https://sz.58.com/zufang/45329526527106x.shtml
整租 | 中航阳光新苑 1室1厅1卫 3000元月 电梯房 精,中航阳光新苑,3000,https://sz.58.com/zufang/45288361709190x.shtml
整租 | 业主全新出租苹果园 大单间 通风采光不嘈杂 拎包入住,苹果园,2400,https://sz.58.com/zufang/45351451137950x.shtml
整租 | 龙华小区房 百丽名苑 精装1房出租 停车免费 交通便,百丽名苑,2100,https://sz.58.com/zufang/45506627684484x.shtml
整租 | 华盛峰荟名庭 3室2厅2卫 3400元月 电梯房 精,华盛峰荟名庭,3400,https://sz.58.com/zufang/45444267917069x.shtml
整租 | 松元厦地铁口旁，奥宸观壹城 精装俩房 ，家私齐全，拎,奥宸观壹城,3300,https://sz.58.com/zufang/45367386528392x.shtml
整租 | 大浪义乌菜市场旁 精装3房2厅 高楼层 随时看房,盛旺家园,4000,https://sz.58.com/zufang/45328912709305x.shtml
整租 | 樟坑一区2栋小区 3室1厅1卫 3800元月 电梯房,樟坑一区2栋小区,3800,https://sz.58.com/zufang/45390558301745x.shtml
整租 | 业主诚心出租，价格可谈,万科九龙山,4000,https://sz.58.com/zufang/45516607963064x.shtml
整租 | 民治地铁站200米带阳台精装可做饭南北通透可押一付一,皓月花园,2680,https://sz.58.com/zufang/45478857161113x.shtml
整租 | 百丽名苑 免费停车随时看房 2500元月 电梯房 精,百丽名苑,2500,https://sz.58.com/zufang/45506205038761x.shtml
整租 | 4号线 白石龙超大 两房一厅 可做饭 采光好  拎包,白石龙二区,3200,https://sz.58.com/zufang/44732318824338x.shtml
整租 | 白石龙地铁口 精装两房带阳台 高层采光 家私齐全24,白石龙一区,2980,https://sz.58.com/zufang/45351452814763x.shtml
整租 | 奥宸观壹城华府70平超靓户型两房出租，温馨的家庭选择,奥宸观壹城,3600,https://sz.58.com/zufang/45530556672771x.shtml
整租 | 福田，市民中心，上梅林看过来，小区一房带阳台，拎包入,龙光玖龙玺,3000,https://sz.58.com/zufang/45520017799181x.shtml
单间 | 碧水龙庭(一二期) 3室2厅1卫 次卧 南北,碧水龙庭(一二期),2200,https://sz.58.com/hezu/45511751893942x.shtml
整租 | 潜龙横岭小区 2室2厅1卫,潜龙横岭小区,3100,https://sz.58.com/zufang/45508994917896x.shtml
